"","ReferenceArea","code","value","variable","Area"
"14850","Burnside and Springhall","S02001150",11279,"All","Intermediate Zones"
"14851","Low Blantyre and Bardykes","S02001151",8356,"All","Intermediate Zones"
"14852","Spittal","S02001152",10642,"All","Intermediate Zones"
"14853","Cambuslang Central","S02001153",10320,"All","Intermediate Zones"
"14854","High Crosshill","S02001154",9027,"All","Intermediate Zones"
"14855","Uddingston and Gardenside","S02001155",9623,"All","Intermediate Zones"
"14856","Halfway, Hallside and Drumsagard","S02001156",7194,"All","Intermediate Zones"
"14857","Westburn and Newton","S02001157",9136,"All","Intermediate Zones"
"14858","Bankhead South","S02001158",9515,"All","Intermediate Zones"
"14859","Burgh, Eastfield and Silverbank","S02001159",8815,"All","Intermediate Zones"
"14860","Burnhill and Bankhead North","S02001160",14051,"All","Intermediate Zones"
"14861","Shawfield and Clincarthill","S02001161",12648,"All","Intermediate Zones"
"14862","Farme Cross and Gallowflat North","S02001162",13963,"All","Intermediate Zones"
"14863","Blane Valley","S02001163",8059,"All","Intermediate Zones"
"14864","Sauchenford","S02001164",11532,"All","Intermediate Zones"
"14865","Bannockburn","S02001165",12368,"All","Intermediate Zones"
"14866","Cambusbarron and Carron Vall","S02001166",7264,"All","Intermediate Zones"
"14867","Strathendrick","S02001167",7340,"All","Intermediate Zones"
"14868","Borestone","S02001168",11469,"All","Intermediate Zones"
"14869","Stirling East","S02001169",8693,"All","Intermediate Zones"
"14870","Fallin","S02001170",10936,"All","Intermediate Zones"
"14871","Torbrex","S02001171",8776,"All","Intermediate Zones"
"14872","Town Centre","S02001172",7434,"All","Intermediate Zones"
"14873","Forthside","S02001173",8500,"All","Intermediate Zones"
"14874","Raploch","S02001174",13888,"All","Intermediate Zones"
"14875","Wallace","S02001175",8592,"All","Intermediate Zones"
"14876","Western Villages","S02001176",6702,"All","Intermediate Zones"
"14877","Logie","S02001177",4121,"All","Intermediate Zones"
"14878","Bridge of Allan","S02001178",9910,"All","Intermediate Zones"
"14879","Teith Valley","S02001179",6522,"All","Intermediate Zones"
"14880","Dunblane West","S02001180",7525,"All","Intermediate Zones"
"14881","Dunblane East","S02001181",6730,"All","Intermediate Zones"
"14882","Callander","S02001182",9684,"All","Intermediate Zones"
"14883","Highland","S02001183",7846,"All","Intermediate Zones"
"14884","IZ One","S02001184",12842,"All","Intermediate Zones"
"14885","IZ Two","S02001185",13454,"All","Intermediate Zones"
"14886","IZ Three","S02001186",14498,"All","Intermediate Zones"
"14887","IZ Four","S02001187",13982,"All","Intermediate Zones"
"14888","IZ Five","S02001188",15648,"All","Intermediate Zones"
"14889","IZ Six","S02001189",12486,"All","Intermediate Zones"
"14890","IZ Seven","S02001190",9697,"All","Intermediate Zones"
"14891","IZ Eight","S02001191",12800,"All","Intermediate Zones"
"14892","IZ Nine","S02001192",10766,"All","Intermediate Zones"
"14893","IZ Ten","S02001193",9727,"All","Intermediate Zones"
"14894","IZ Eleven","S02001194",9890,"All","Intermediate Zones"
"14895","IZ Twelve","S02001195",12752,"All","Intermediate Zones"
"14896","IZ Thirteen","S02001196",10654,"All","Intermediate Zones"
"14897","IZ Fourteen","S02001197",9310,"All","Intermediate Zones"
"14898","IZ Fifteen","S02001198",10094,"All","Intermediate Zones"
"14899","IZ Sixteen","S02001199",11698,"All","Intermediate Zones"
"14900","IZ Seventeen","S02001200",10946,"All","Intermediate Zones"
"14901","IZ Eighteen","S02001201",9448,"All","Intermediate Zones"
"14902","Breich Valley","S02001202",11535,"All","Intermediate Zones"
"14903","West Calder","S02001203",11524,"All","Intermediate Zones"
"14904","Fauldhouse","S02001204",12767,"All","Intermediate Zones"
"14905","Blaeberry Hill","S02001205",12562,"All","Intermediate Zones"
"14906","Greenrigg","S02001206",9870,"All","Intermediate Zones"
"14907","Whitburn Central","S02001207",14602,"All","Intermediate Zones"
"14908","Murieston","S02001208",4887,"All","Intermediate Zones"
"14909","Oakbank","S02001209",8304,"All","Intermediate Zones"
"14910","Kirkton","S02001210",10085,"All","Intermediate Zones"
"14911","Dedridge","S02001211",13759,"All","Intermediate Zones"
"14912","Blackburn","S02001212",10307,"All","Intermediate Zones"
"14913","East Calder","S02001213",7907,"All","Intermediate Zones"
"14914","Howden","S02001214",11452,"All","Intermediate Zones"
"14915","Blackridge","S02001215",10716,"All","Intermediate Zones"
"14916","Ladywell","S02001216",10768,"All","Intermediate Zones"
"14917","Calderwood","S02001217",14317,"All","Intermediate Zones"
"14918","Craigshill","S02001218",13183,"All","Intermediate Zones"
"14919","Bathgate West","S02001219",9450,"All","Intermediate Zones"
"14920","Eliburn","S02001220",9265,"All","Intermediate Zones"
"14921","Deans","S02001221",13385,"All","Intermediate Zones"
"14922","Armadale","S02001222",10978,"All","Intermediate Zones"
"14923","Knightsridge","S02001223",11505,"All","Intermediate Zones"
"14924","Starlaw","S02001224",10855,"All","Intermediate Zones"
"14925","Bathgate East","S02001225",11619,"All","Intermediate Zones"
"14926","Houston","S02001226",13063,"All","Intermediate Zones"
"14927","Broxburn","S02001227",9821,"All","Intermediate Zones"
"14928","Westfield","S02001228",8958,"All","Intermediate Zones"
"14929","Dechmont","S02001229",8852,"All","Intermediate Zones"
"14930","Uphall","S02001230",11578,"All","Intermediate Zones"
"14931","Kirkhill","S02001231",11853,"All","Intermediate Zones"
"14932","Linlithgow South","S02001232",7224,"All","Intermediate Zones"
"14933","Winchburgh","S02001233",11070,"All","Intermediate Zones"
"14934","Linlithgow North","S02001234",6739,"All","Intermediate Zones"
"14935","Linlithgow Bridge","S02001235",10494,"All","Intermediate Zones"
"14936","Aberdour and Auchtertool","S02000508",19527,"65 And Over","Intermediate Zones"
"14937","Blantytre North and Coatshill","S02001144",31680,"65 And Over","Intermediate Zones"
"14938","Kinghorn","S02000507",19660,"65 And Over","Intermediate Zones"
"14939","Kincardine","S02000506",22272,"65 And Over","Intermediate Zones"
"14940","Dunfermline Headwell","S02000505",21252,"65 And Over","Intermediate Zones"
"14941","Blantyre South and Wheatlands","S02001143",37018,"65 And Over","Intermediate Zones"
"14942","Dunfermline Baldridgeburn","S02000504",36711,"65 And Over","Intermediate Zones"
"14943","Dunfermline Garvock Hill","S02000503",20451,"65 And Over","Intermediate Zones"
"14944","Whitehill","S02001142",30291,"65 And Over","Intermediate Zones"
"14945","Dunfermline Touch and Woodmill","S02000502",25056,"65 And Over","Intermediate Zones"
"14946","Valleyfield, Culross and Torryburn","S02000501",21068,"65 And Over","Intermediate Zones"
"14947","Burnbank North","S02001141",33459,"65 And Over","Intermediate Zones"
"14948","Burntisland West","S02000500",29261,"65 And Over","Intermediate Zones"
"14949","Dunfermline Central","S02000499",24231,"65 And Over","Intermediate Zones"
"14950","Crossgates and Halbeath","S02000498",26825,"65 And Over","Intermediate Zones"
"14951","High Blantyre","S02001140",31070,"65 And Over","Intermediate Zones"
"14952","Dunfermline Abbeyview North","S02000497",27850,"65 And Over","Intermediate Zones"
"14953","Hamilton Centre and Low Parks","S02001139",25348,"65 And Over","Intermediate Zones"
"14954","Dunfermline Brucefield","S02000496",26236,"65 And Over","Intermediate Zones"
"14955","Burntisland East","S02000495",19861,"65 And Over","Intermediate Zones"
"14956","Dunfermline Abbeyview South","S02000494",22687,"65 And Over","Intermediate Zones"
"14957","Calderwood East","S02001138",27709,"65 And Over","Intermediate Zones"
"14958","Dunfermline East and Pitcorthie East","S02000493",13350,"65 And Over","Intermediate Zones"
"14959","Dunfermline Pitcorthie West","S02000492",16694,"65 And Over","Intermediate Zones"
"14960","Burnbank Central and Udston","S02001137",29667,"65 And Over","Intermediate Zones"
"14961","Crossford, Charleston and Limekilns","S02000491",15236,"65 And Over","Intermediate Zones"
"14962","Cairneyhill and Crombie","S02000490",19286,"65 And Over","Intermediate Zones"
"14963","Calderwood Central","S02001136",29955,"65 And Over","Intermediate Zones"
"14964","Stewartfield East","S02001135",15323,"65 And Over","Intermediate Zones"
"14965","Rosyth North","S02000489",21065,"65 And Over","Intermediate Zones"
"14966","Rosyth East","S02000488",28493,"65 And Over","Intermediate Zones"
"14967","Hillhouse","S02001134",27830,"65 And Over","Intermediate Zones"
"14968","Dalgety Bay East","S02000487",18985,"65 And Over","Intermediate Zones"
"14969","Rosyth Central","S02000486",28438,"65 And Over","Intermediate Zones"
"14970","Dalgety Bay West and Hillend","S02000485",12143,"65 And Over","Intermediate Zones"
"14971","Burnbank South and Chantinghall","S02001133",31133,"65 And Over","Intermediate Zones"
"14972","Dalgety Bay Central","S02000484",19920,"65 And Over","Intermediate Zones"
"14973","Inverkeithing East","S02000483",24402,"65 And Over","Intermediate Zones"
"14974","Calderwood West and Nerston","S02001132",30932,"65 And Over","Intermediate Zones"
"14975","Rosyth South","S02000482",30201,"65 And Over","Intermediate Zones"
"14976","North Queensferry and Inverkeithing West","S02000481",19634,"65 And Over","Intermediate Zones"
"14977","Carse and Grangemouth Old Town","S02000480",34019,"65 And Over","Intermediate Zones"
"14978","Stewartfield West","S02001131",23962,"65 And Over","Intermediate Zones"
"14979","East Mains","S02001130",30165,"65 And Over","Intermediate Zones"
"14980","Dunipace","S02000479",23697,"65 And Over","Intermediate Zones"
"14981","Antonshill","S02000478",15748,"65 And Over","Intermediate Zones"
"14982","North Broomage and Inches","S02000477",19329,"65 And Over","Intermediate Zones"
"14983","Laighstonehall","S02001129",23320,"65 And Over","Intermediate Zones"
"14984","Carronshore","S02000476",26409,"65 And Over","Intermediate Zones"
"14985","Stenhousemuir West","S02000475",31439,"65 And Over","Intermediate Zones"
"14986","Earnock","S02001128",17785,"65 And Over","Intermediate Zones"
"14987","Carron","S02000474",18962,"65 And Over","Intermediate Zones"
"14988","Fankerton, Stoneywood and Denny Town","S02000473",23579,"65 And Over","Intermediate Zones"
"14989","Stenhousemuir East","S02000472",21572,"65 And Over","Intermediate Zones"
"14990","Silvertonhill","S02001127",18667,"65 And Over","Intermediate Zones"
"14991","Larbert Village and South Broomage","S02000471",24238,"65 And Over","Intermediate Zones"
"14992","St Leonards North","S02001126",24691,"65 And Over","Intermediate Zones"
"14993","Bainsford and Langlees","S02000470",36000,"65 And Over","Intermediate Zones"
"14994","Nethermains","S02000469",20104,"65 And Over","Intermediate Zones"
"14995","Grangemouth Town Centre","S02000468",33619,"65 And Over","Intermediate Zones"
"14996","West Mains","S02001125",25410,"65 And Over","Intermediate Zones"
"14997","Merchiston and New Carron Village","S02000467",29701,"65 And Over","Intermediate Zones"
"14998","Kinneil","S02000466",20451,"65 And Over","Intermediate Zones"
"14999","Cove South","S02000001",6816,"All","Intermediate Zones"
"15000","Kincorth, Leggart and Nigg South","S02000002",9815,"All","Intermediate Zones"
"15001","Culter","S02000003",8471,"All","Intermediate Zones"
"15002","Cults, Bieldside and Milltimber East","S02000004",7157,"All","Intermediate Zones"
"15003","Cove North","S02000005",9111,"All","Intermediate Zones"
"15004","Kincorth, Leggart and Nigg North","S02000006",13516,"All","Intermediate Zones"
"15005","Cults, Bieldside and Milltimber West","S02000007",7646,"All","Intermediate Zones"
"15006","Garthdee","S02000008",11980,"All","Intermediate Zones"
"15007","Braeside, Mannofield, Broomhill and Seafield South","S02000009",9330,"All","Intermediate Zones"
"15008","Ferryhill South","S02000010",7848,"All","Intermediate Zones"
"15009","Braeside, Mannofield, Broomhill and Seafield East","S02000011",6073,"All","Intermediate Zones"
"15010","Torry West","S02000012",9663,"All","Intermediate Zones"
"15011","Braeside, Mannofield, Broomhill and Seafield North","S02000013",9052,"All","Intermediate Zones"
"15012","Hazlehead","S02000014",8860,"All","Intermediate Zones"
"15013","Torry East","S02000015",12181,"All","Intermediate Zones"
"15014","Ferryhill North","S02000016",5723,"All","Intermediate Zones"
"15015","West End South","S02000017",6039,"All","Intermediate Zones"
"15016","City Centre","S02000018",8560,"All","Intermediate Zones"
"15017","West End North","S02000019",5743,"All","Intermediate Zones"
"15018","Summerhill","S02000020",13948,"All","Intermediate Zones"
"15019","Rosemount","S02000021",7233,"All","Intermediate Zones"
"15020","Hanover","S02000022",8547,"All","Intermediate Zones"
"15021","Midstocket","S02000023",9246,"All","Intermediate Zones"
"15022","George Street","S02000024",7833,"All","Intermediate Zones"
"15023","Mastrick","S02000025",13203,"All","Intermediate Zones"
"15024","Ashgrove","S02000026",9052,"All","Intermediate Zones"
"15025","Sheddocksley","S02000027",15310,"All","Intermediate Zones"
"15026","Stockethill","S02000028",15152,"All","Intermediate Zones"
"15027","Froghall, Powis and Sunnybank","S02000029",6513,"All","Intermediate Zones"
"15028","Cummings Park","S02000030",13188,"All","Intermediate Zones"
"15029","Northfield","S02000031",11312,"All","Intermediate Zones"
"15030","Seaton","S02000032",11159,"All","Intermediate Zones"
"15031","Hilton","S02000033",8924,"All","Intermediate Zones"
"15032","Heathryfold and Middlefield","S02000034",12159,"All","Intermediate Zones"
"15033","Kingswells","S02000035",6137,"All","Intermediate Zones"
"15034","Tillydrone","S02000036",12373,"All","Intermediate Zones"
"15035","Old Aberdeen","S02000037",6654,"All","Intermediate Zones"
"15036","Woodside","S02000038",12534,"All","Intermediate Zones"
"15037","Bucksburn South","S02000039",10202,"All","Intermediate Zones"
"15038","Danestone","S02000040",5756,"All","Intermediate Zones"
"15039","Balgownie and Donmouth West","S02000041",9860,"All","Intermediate Zones"
"15040","Balgownie and Donmouth East","S02000042",8054,"All","Intermediate Zones"
"15041","Bucksburn North","S02000043",10749,"All","Intermediate Zones"
"15042","Oldmachar East","S02000044",6638,"All","Intermediate Zones"
"15043","Oldmachar West","S02000045",7803,"All","Intermediate Zones"
"15044","Denmore","S02000046",7382,"All","Intermediate Zones"
"15045","Dyce","S02000047",10066,"All","Intermediate Zones"
"15046","Mearns South and Benholm","S02000048",6680,"All","Intermediate Zones"
"15047","Mearns and Laurencekirk","S02000049",7059,"All","Intermediate Zones"
"15048","Mearns North and Inverbervie","S02000050",7099,"All","Intermediate Zones"
"15049","Stonehaven South","S02000051",8350,"All","Intermediate Zones"
"15050","Stonehaven North","S02000052",6723,"All","Intermediate Zones"
"15051","Fetteresso, Netherley and Catter","S02000053",5329,"All","Intermediate Zones"
"15052","Aboyne and South Deeside","S02000054",7371,"All","Intermediate Zones"
"15053","Newtonhill","S02000055",6917,"All","Intermediate Zones"
"15054","East Cairngorms","S02000056",7339,"All","Intermediate Zones"
"15055","Banchory","S02000057",7156,"All","Intermediate Zones"
"15056","Portlethen","S02000058",6558,"All","Intermediate Zones"
